"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"privado";6,365;14,853;-30,025;49,891;-34,356
"pag";-4,658;-13,139;-23,258;161,629;-4,301
"tratamento";2,257;1,074;-35,156;129,83;-39,579
"tecnico";4,095;-0,357;-38,916;148,874;-34,326
"negativo";-10,854;-12,839;108,141;-12,994;-2,595
"executivo";22,187;21,193;-3,787;-7,097;-8,924
"embargos_de_declaracao";-19,13;-17,923;-3,549;-27,337;173,606
"atribuicao";0,02;81,627;-12,227;-6,005;-2,168
"trazer";1,031;-2,845;-24,205;1,862;16,757
"passar";24,183;0,004;-3,883;0,004;-4,21
"carta";-1,54;11,999;10,338;-29,11;-0,002
"agravante";-18,416;-13,116;28,247;-25,63;29,835
"adolescente";-21,105;-11,796;-47,418;520,202;-52,375
"penal";-11,979;178,819;-13,551;-24,666;0,193
"item";9,002;-0,001;-32,851;77,651;-20,783
"deixar";2,515;0,734;-8,03;3,896;-0,792
"conteudo";-11,854;2,079;9,951;-8,101;1,091
"ambiental";169,857;5,45;-20,467;-9,665;-23,844
"providenciar";14,038;2,556;-8,493;3,409;-8,823
"efetivo";9,163;0,83;0,59;-0,279;-11,33
"defender";3,33;-0,102;0,145;-10,921;1,871
"ultimar";2,515;-0,89;-0,367;0,17;-0,088
"teor";6,591;-0,768;-2,844;-4,129;4,414
"revogacao";-7,207;-12,356;-21,681;-31,489;205,661
"marco";4,74;-15,92;-38,704;0,003;54,53
"tornar";-0,102;-5,804;6,843;3,618;-4,568
"legalidade";0,719;71,047;0,086;-30,5;-6,459
"impor";-0,876;2,431;0,151;-10,139;3,924
"candidato";-3,4;-3,568;-31,123;0,3;61,906
"relativo";30,417;-0,139;-8,263;3,592;-8,575
"oxigenio";-17,867;-12,528;-38,172;449,662;-45,1
"marco_aurelio";-11,134;-10,432;26,778;-11,317;9,242
"intervencao";-1,161;55,899;2,07;-10,686;-11,622
"controle_abstrato_de_constitucionalidade";-20,934;-11,647;203,149;-33,202;-6,682
"conselho";45,312;0,37;-13,964;-0,116;-3,298
"visar";0,002;0,314;-1,402;4,057;-1,192
"intdo";-2,353;-2,204;-0,911;-3,362;24,084
"incidental";-13,201;-12,15;9,472;6,059;0,125
"garantir";5,929;25,028;-37,547;39,462;-28,622
"diretorio";-1,48;-15,686;-1,411;-19,19;81,875
"cautelar";-1,24;-0,775;-24,968;5,294;19,311
"caracterizar";-11,663;-2,04;54,341;-16,177;0,024
"autonomia";-16,559;195,761;-6,683;-1,873;-14,587
"disposicao";21,164;-2,941;1,48;-9,969;-0,479
"regime";41,209;30,713;-21,368;-8,423;-4,97
"parametro";0,127;0,782;16,458;-12,667;-3,125
"indicacao";-5,149;-9,737;5,714;-1,3;8,196
"tse";-19,229;-13,764;-13,95;-28,303;215,256
"ordenamento";-10,616;-0,612;68,214;-29,767;-0,004
"discutir";-4,897;-11,148;4,401;-16,428;34,285
"tomar";-2,922;48,545;-10,743;10,607;-13,685
"previo";42,89;-10,761;29,134;-22,508;-13,685
"grupo";-9,246;0,002;-30,112;241,238;-36,562
"chefe";3,091;2,815;-10,05;-5,793;6,531
"atual";-0,019;0,823;-4,335;22,048;-7,388
"argumento";-0,01;-5,93;-0,01;-5,858;17,599
"virtual";-10,072;-4,686;-18,567;-0,502;81,01
"validade";2,982;-0,516;2,15;-23,047;4,068
"linha";1,763;0,639;-0,171;0,002;-1,668
"finalidade";-2,867;51,253;-0,627;-3,857;-2,751
"agravar";-6,247;-11,298;-0,448;-13,123;70,881
"procurador_geral_da_republica";-0,242;-5,207;-9,705;-11,839;67,835
"detran";370,276;-14,393;-35,99;-25,386;-3,637
"conjunto";-0,703;7,33;-1,962;-3,394;2,494
"organico";0,641;-7,334;-0,392;-17,419;33,229
"efetividade";-8,858;-0,337;133,868;-12,199;-29,317
"assinar";-8,473;-12,204;-41,631;-6,024;181,097
"administracao_publica";0,76;131,779;-19,53;-8,423;-6,898
"requerimento";60,214;-8,163;-23,673;-4,217;7,078
"interpor";-15,03;-20,165;-11,057;-28,303;209,424
"autorizacao";164,219;1,106;-13,393;-6,474;-25,697
"periodo";28,399;-0,001;-33,111;26,271;-9,581
"investigacao";-11,188;44,353;-29,375;-5,905;24,599
"incidencia";-4,169;-5,853;-1,322;-14,885;64,2
"idoneo";-20,496;-12,836;312,862;-24,499;-43,131
"apreciacao";-0,001;-2,559;3,444;-15,505;8,593
"agdo";-0,504;-0,472;-1,021;-0,72;7,988
"significar";-12,476;6,02;75,64;-5,048;-31,459
"responsavel";10,489;38,144;-28,879;5,539;-17,126
"referir";14,058;-0,903;0,403;-12,907;0,118
"orientacao";-1,033;0,07;-1,927;4,985;-0,001
"informar";0,735;6,02;-25,406;13,802;-0,87
"elemento";-6,752;0,001;15,257;-7,482;0,404
"concluir";-0,159;0,012;-6,25;2,168;1,862
"produto";62,495;-2,19;-24,288;31,088;-27,211
"preservacao";1,915;3,796;2,723;-0,568;-12,473
"instauracao";-10,875;-0,05;48,319;-25,226;0,188
"sumular";-5,646;-2,662;2,629;-26,361;37,143
"relevancia";-9,095;-1,554;43,767;-5,048;-1,291
"partido_politico";-15,045;-13,873;-0,811;-16,724;108,676
"indole";-17,065;-4,619;267,071;-23,704;-45,424
"enfrentamento";-18,037;1,575;-3,173;117,922;-30,352
"edital";-5,048;-5,65;-11,144;129,252;-10,381
"ed";-4,902;17,075;0,63;-1,933;-0,956
"doenca";-17,187;-10,1;-39,447;432,758;-43,571
"campo";6,449;29,365;-17,311;-12,384;1,033
"aprovar";32,519;-4,274;-34,834;83,488;-27,423
"saude_publica";-4,165;6,891;-37,669;161,2;-32,198
"inquerito";-16,337;17,677;-21,174;-21,84;73,733
"inc";-3,443;-0,253;-1,13;-19,671;46,5
"governador";2,417;-5,853;-9,967;-2,712;26,838
"concentrado";-18,718;-17,417;251,716;-25,226;-19,596
"reger";-12,962;-2,559;128,069;-10,614;-16,808
"posto";0,209;-2,018;0,288;-5,625;5,342
"manaus";-6,741;-8,369;-13,115;172,944;-14,846
"constante";6,287;-0,679;-12,261;0,173;2,927
"citar";2,721;-0,421;3,536;-3,292;-1,056
"habeas_corpus";-9,948;-0,591;-1,419;-1,273;27,442
"argumentar";1,133;18,549;-11,48;-0,184;-0,213
"profissional";-0,001;28,378;-18,268;31,23;-23,578
"mandato";-13,375;-12,22;-25,556;-25,867;225,466
"indireto";-5,978;5,197;23,888;-6,959;-5,122
"implicar";-0,22;-1,632;0,882;-11,723;12,043
"grifo";-0,155;-6,331;34,921;-13,291;-0,087
"anvisa";-10,549;-13,245;-38,063;396,42;-39,315
"conceder";30,743;-0,078;-40,485;2,085;0,614
"interno";0,045;-0,469;-0,764;-12,827;19,263
"conclusao";-0,146;-5,853;-0,231;3,215;1,085
"atos_normativos";-5,919;-2,001;48,594;-15,803;-0,079
"vistoria";402,298;-7,168;-32,538;-22,951;-15,329
"unidade";43,542;0,171;-20,467;24,866;-30,43
"restricao";-1,724;125,183;-27,683;8,064;-24,507
"reducao";8,322;-9,063;-37,026;96,201;-7,338
"fevereiro";8,869;-7,312;-22,972;7,308;4,078
"edicao";7,532;0,37;-8,293;4,079;-2,582
"ameaca";-4,863;9,253;0,744;-1,623;-0,1
"minimo";35,084;2,559;-7,338;0,313;-14,024
"falta";-9,319;-0,919;0,44;14,41;-0,76
"extincao";5,56;-11,605;-26,419;-27,337;108,568
"dose";-15,72;-12,491;-29,207;359,748;-32,462
"camara_municipal";-0,389;-6,596;-21,3;-21,978;123,902
"adocao";9,062;-0,043;-8,293;13,484;-7,039
"suposto";-4,161;-1,05;61,373;-10,071;-5,973
"ristf";-16,337;-13,088;-23,247;-26,605;232,501
"meio_ambiente";58,782;36,742;-25,323;-0,233;-28,689
"judiciario";-11,509;162,851;-1,476;-19,191;-4,3
"asseverar";2,393;-0,002;-1,211;0;-0,011
"urgencia";-0,685;-5,46;-19,245;48,26;0,33
"rj";-9,749;-5,331;1,855;-5,432;24,707
"reg";-7,242;-6,785;-1,886;-10,348;69,158
"livre";12,627;77,846;-7,128;-13,518;-13,816
"fiscalizacao";8,096;-3,177;42,233;-18,484;-11,596
"coronavirus";-9,165;-15,665;-38,755;376,481;-32,428
"agrotoxico";25,433;-0,169;-25,77;60,649;-31,372
"ag";-10,926;-12,34;-12,958;-18,82;160,456
"aduzir";3,274;22,941;-16,504;-9,216;2,405
"rol";-7,024;-7,586;-5,553;130,428;-13,096
"rer";-0,133;-0,024;0,406;-15,363;10,617
"propositura";-8,858;-15,347;61,575;-26,849;5,228
"numerar";0,029;-8,915;-22,262;171,484;-23,429
"janeiro";49,217;-12,775;-31,82;24,175;-2,639
"instituir";67,359;0,926;-1,136;-4,65;-18,06
"exaurimento";-13,201;-16,485;33,548;-25,143;22,775
"criar";26,131;33,097;-19,831;-4,337;-5,081
"agenciar";31,063;-7,586;-27,346;85,183;-28,576
"voltar";-1,155;1,185;-12,542;17,875;-0,079
"titular";3,354;-1,655;-12,983;-21,116;50,995
"republicar";-1,312;68,415;-3,182;-1,513;-6,904
"reconhecimento";-0,021;-0,57;-5,34;-8,465;30,593
"prover";-7,024;-12,932;57,581;-13,495;0,487
"ex";-0,853;-0,176;-0,979;-7,976;20,439
"devido";8,021;0,799;-2,168;-0,991;-0,356
"atribuir";0;9,213;-1,282;-10,572;2,705
"aprovacao";48,339;-0,474;-8,281;6,588;-19,446
"setembro";26,534;-5,853;-36,681;12,34;0,367
"registrar";7,446;-2,001;-12,542;17,875;-1,823
"emergencia";-4,843;-0,083;-35,299;249,398;-38,99
"doutrina";-9,713;6,151;61,26;-13,248;-14,987
"servidor";51,528;-2,891;0,506;-15,674;-2,338
"policiar";120,019;19,814;-24,65;-19,671;-10,684
"partidario";-0,133;-8,417;-2,329;-4,267;34,119
"motivo";-1,395;1,186;-5,289;14,897;-1,174
"combate";-6,022;12,391;-29,761;92,69;-15,863
"alterar";75,782;-6,385;-21,497;-4,182;2,047
"restar";-1,724;-7,727;-0,412;-10,363;44,261
"receber";0,413;0,081;-18,681;13,991;0,033
"real";12,627;-3,844;39,452;-7,104;-25,623
"proposito";-7,044;-2,578;47,955;-8,114;-0,834
"fatico";-2,895;-3,214;-14,047;1,35;28,615
"constatar";-7,169;-7,727;70,192;-6,211;-2,983
"circunstanciar";-6,022;-0,063;4,333;0,101;-0,036
"indeferimento";-0,093;-5,591;-10,874;-10,906;67,37
"democratico";-15,998;93,623;-20,529;-23,677;19,775
"comissao";37,445;-0,642;-15,758;0,279;-0,629
"negro";-17,594;-10,23;-21,281;-16,14;191,291
"identificacao";159,077;-1,463;-27,706;-0,022;-13,896
"cessar";-14,373;-11,298;261,446;-26,849;-31,679
"projeto";30,014;1,44;-3,244;-2,082;-4,832
"direitos_humanos";-7,412;140,597;-31,159;16,799;-26,608
"beneficiar";99,7;-2,276;-27,706;0,137;-3,567
"repercussao_geral";-2,262;-13,441;54,591;-17,018;0,198
"obrigacao";-0,569;81,552;-7,37;0,101;-15,863
"ix";-0,863;1,79;-21,762;-11,284;52,377
"discussao";-2,573;-8,182;53,794;-8,718;-1,172
"crime";-4,911;298,712;-32,193;-17,988;-5,046
"abril";34,773;-6,739;-31,503;-0,045;9,142
"unanimidade";-12,949;-12,016;-28,175;-5,074;160,82
"seguranca_juridica";-1,963;0,779;-0,007;-16,307;16,716
"resultante";-11,036;-14,41;189,174;-11,268;-24,229
"expressar";0,003;3;-8,92;-2,204;8,167
"vigencia";16,5;-8,182;-4,119;-6;9,958
"valer";-0,685;0,287;28,512;-0,001;-24,493
"suspender";20,62;-3,699;-28,175;1,508;3,998
"sociedade";30,903;46,021;-28,343;0,835;-27,097
"recurso_extraordinario";-8,03;-10,747;56,927;-20,522;1,96
"medicar";-7,193;-1,808;-34,263;245,392;-25,256
"examinar";-7,193;-0,576;2,332;-3,486;8,176
"estabelecimento";11,487;27,063;-14,222;0,998;-14,995
"comunicacao";-10,043;119,626;-23,947;13,938;-19,78
"cidadao";-0,863;80,839;-33,918;1,531;-2,537
"agir";-8,966;2,362;-3,925;-0,152;11,948
"advocacia_geral_da_uniao";3,593;-0,576;-16,067;-6,913;28,488
"reflexo";-8,653;-13,441;94,217;-17,018;-0,472
"poder_executivo";15,196;0,997;-9,522;-4,499;1,117
"incabivel";-13,964;-12,966;184,027;-20,764;-12,235
"hora";1,625;-3,154;-8,209;86,189;-25,711
"federado";16,998;54,255;-16,377;0,013;-25,623
"estrangeiro";-3,725;25,52;-13,07;14,595;-4,937
"vincular";3,095;6,873;-8,729;-18,709;11,016
"reparar";-17,083;-8,037;155,696;-17,492;-9,268
"reajuste";91,141;-11,226;-5,728;5,551;-22,012
"partido_dos_trabalhadores";-4,146;-5,045;-12,041;-2,672;66,741
"obrigatorio";5,229;-4,689;0,069;12,982;-12,863
"curso";15,196;0,498;-10,998;-4,499;2,273
"competir";2,59;15,424;-5,73;0,027;-4,397
"advogado";-3,591;0,256;-26,113;-13,482;87,423
"seguranca_publica";-1,322;98,029;-11,025;-7,57;-1,055
"resultar";-7,193;-6,331;7,184;-6,913;14,141
"popular";5,899;2,474;-10,478;-4,099;3,365
"determinacao";-0,461;29,072;-19,977;7,325;-2,71
"compreender";-1,867;5,906;9,301;-4,771;-3,369
"coisa";-3,214;-0,108;36,043;-10,843;-1,64
"rio_de_janeiro";-1,557;1,654;-1,794;-0,196;2,871
"isencao";1,898;-7,67;-29,78;179,216;-30,183
"institucional";0,811;56,32;-11,842;-0,538;-6,102
"estudo";-0,276;0,779;-25,284;121,011;-26,083
"consequencia";-1,151;5,906;-12,78;-2,766;15,538
"comprovar";0,473;-4,312;-0,069;37,898;-17,192
"comprovacao";0,634;-0,018;0,444;20,766;-27,198
"politicas_publicas";-1,395;166,994;-13,672;0,274;-34,364
"jurisdicao";-2,755;0,107;19,974;-18,228;0,226
"identificar";-4,241;6,017;1,163;4,387;-10,085
"excepcional";-5,048;-0,075;-2,83;26,149;-0,83
"referente";38,311;-0,374;-13,076;0,137;-1,438
"prevencao";-0,493;0,012;-24,267;8,405;7,344
"paciente";-2,613;3,059;-22,9;117,998;-25,295
"omissivo";-10,871;-4,981;148,601;-14,891;-17,409
"despacho";-6,16;-1,221;-24,267;22,496;11,633
"capacidade";5,279;10,2;-12,109;12,853;-16,366
"maximo";46,936;32,891;-14,527;-3,701;-19,161
"inscricao";-6,497;-9,199;-23,947;251,313;-24,364
"alinea";3,215;-7,374;-21,563;-9,94;64,119
"afronta";2,46;0,001;1,339;-10,413;0,226
"vigor";142,679;0,137;-16,072;-13,818;-6,143
"vedacao";-12,443;72,751;-10,45;-4,549;1,602
"solicitar";0,709;-0,152;-28,391;19,123;0,93
"publicacao";46,788;-1,191;-14,842;-2,118;0,256
"distribuicao";-2,867;-2,276;-0,007;22,825;-2,751
"clausular";9,574;0,451;22,954;-20,28;-13,25
"cear";21,709;-7,766;0,341;-8,63;0,259
"carlos";-1,192;-0,198;-4,927;-6,731;32,15
"substituir";3,056;30,272;-0,02;-10;-7,109
"oficiar";10,037;9,7;-24,054;-0,79;0,474
"julho";97,257;-9,662;-30,125;1,157;-0,936
"improvido";-16,061;-15,048;281,304;-22,951;-35,94
"economia";142,741;-0,169;-20,888;-0,329;-16,961
"america";-13;-1,335;-6,279;162,798;-26,39
"vii";3,748;28,28;-7,758;-2,662;-2,096
"seguir";9,221;1,047;-19,879;14,733;-4,957
"procedencia";-0,652;-0,853;-20,3;-4,722;58,89
"pleitear";-7,258;2,165;-13,009;0,025;19,125
"parcial";-2,215;-2,607;-16,751;-6,352;74,754
"juiz";-5,597;13,754;-11,449;-14,401;32,261
"inscrever";-3,567;-6,882;63,77;-1,107;-11,304
"avaliacao";29,651;1,352;-28,175;39,878;-31,322
"regiao";46,495;-0,239;-14,584;5,494;-11,166
"produzir";10,398;-1,795;-12,357;2,959;0,16
"oficial";24,546;0,002;-8,483;7,305;-12,144
"milhao";2,845;-2,491;-21,313;115,688;-26,433
"lc";7,73;-8,276;-9,761;-12,314;38,272
"integrar";15,508;4,363;-3,631;-3,939;-1,18
"inconstitucional";0,766;2,988;-8,546;-6,543;9,638
"comum";-0,44;75,673;-6,189;0,003;-14,332
"agosto";1,16;-1,985;-26,679;1,114;18,878
"potencialidade";-15,38;-12,174;261,504;-21,978;-34,417
"pessoal";1,5;21,694;-12,968;10,594;-15,33
"obter";2,028;-1,89;-0,319;5,936;-2,797
"minas_gerais";-7,909;0,583;-7,781;3,296;7,518
"dano";-0,59;0,994;15,483;-3,461;-5,549
"constar";16,564;-4,718;-24,971;16,434;-0,061
"venezuelano";-2,035;-1,818;5,312;0,492;-0,508
"suscitar";-3,567;-10,437;39,839;-13,587;1,156
"sintese";8,497;0,023;-11,897;-0,045;1,311
"relatar";-6,014;-6,739;-7,442;-0,045;45,973
"reiterar";-1,712;1,994;-0,798;-0,454;1,998
"prestacao";97,145;-0,812;-3,341;-7,034;-8,591
"existente";-0,853;-1,797;42,29;-4,102;-7,826
"consagrar";-8,727;3,407;68,254;-13,925;-14,858
"barbosa";-0,078;-0,047;-3,063;-2,161;11,557
"universidade";-3,464;146,864;-20,888;0,672;-16,961
"suficiente";-4,641;-0,211;9,25;0,339;-2,067
"responsabilidade";5,186;26,264;-20,552;0,773;-4,353
"producao";23,957;-1,272;-11,515;32,052;-22,012
"policial";0,029;92,462;-17,532;-7,348;-1,074
"noticiar";-4,109;2,474;-16,113;53,33;-4,699
"luis_roberto_barroso";-11,768;-8,891;-0,273;-13,248;76,247
"imprensa";-6,497;199,161;-19,303;-0,901;-13,8
"federacao";0,073;-0,328;-7,505;49,102;-10,947
"certo";-4,641;43,062;-0,648;-1,013;-2,797
"ad";-2,619;-4,328;-0,798;-0,159;16,81
"acompanhar";0,361;0,035;-3,388;-0,812;3,922
"abuso";-7,538;1,685;-10,341;-17,134;63,593
"retirar";-0,016;0,661;0,15;1,584;-4,079
"pesquisa";88,91;1,047;-19,879;1,647;-24,95
"medida_liminar";-0,25;0,001;-17,532;-7,348;47,139
"eleger";-6,345;-1,191;-0,006;-6,572;26,769
"desenvolvimento";47,559;10,2;-15,794;1,979;-27,589
"conduta";-1,322;59,731;-20,633;-4,897;1,849
"associacao";-0,843;-0,156;1,265;0,103;-0,127
"alcance";-6,8;-0,786;32,092;-1,089;-3,507
"procuradoria_geral_da_republica";-0,53;-9,353;-5,966;-20,763;87,451
"partido_socialismo_e_liberdade";-3,313;-6,785;-14,671;-5,971;87,321
"morte";-1,859;-8,123;-21,563;118,75;-3,462
"forca";-0,784;33,549;-14,821;-3,939;3,105
"competente";-1,322;30,872;-9,462;-0,004;-0,097
"sistematico";0,019;-0,662;6,803;-3,375;-0,162
"incompativel";-6,497;1,198;34,313;-13,717;-1,62
"cenario";1,043;-2,396;-18,146;84,602;-13,018
"procurador_geral_do_estado";-1,008;-0,944;-2,042;-0,028;9,492
"orcamentar";60,258;11,438;-11,719;-15,444;-3,556
"interessado";20,137;-2,765;5,471;-7,653;-4,353
"integrante";-0,274;8,36;-9,291;-0,306;2,74
"danoso";-9,878;-13,295;225,308;-20,277;-29,044
"cidadania";0,203;8,334;-20,84;-6,424;17,065
"cassacao";2,045;-13,613;-29,436;-20,763;122,128
"ans";2,769;-6,052;-16,33;63,177;-6,342
"agente";1;27,343;-3,23;0,038;-10,417
"reqte";-1,344;-1,259;-2,722;0,164;9,172
"republicano";-8,072;9,666;-17,532;-10,922;47,139
"mes";59,284;-12,34;-26,682;29,544;-9,828
"forcar";0,536;209,202;-23,025;-7,773;-20,64
"fase";-7,538;-3,818;-12,053;110,902;-5,203
"anexo";76,97;-6,198;-26,338;14,368;-11,166
"vereador";30,788;-4,48;-19,602;-15,669;25,938
"participacao";5,186;14,684;-18,309;-0,059;-0,12
"junho";10,037;-8,123;-26,682;2,885;10,477
"invocar";-3,591;-4,2;13,635;-8,069;3,922
"infraconstitucional";-4,871;-2,993;55,728;-13,482;-0,936
"https";-9,548;-12,976;-28,058;293,863;-23,244
"federativo";13,842;13,687;-12,968;-0,12;-3,803
"condicionar";-6,648;-4,457;104,759;-10,16;-12,368
"compulsorio";-0,005;27,343;-12,425;18,655;-18,944
"aptar";-10,374;-13,773;70,287;-2,522;-1,932
"amicus_curiae";-4,288;-3,717;-1,722;-10,23;52,287
"agu";-3,591;-4,2;-9,598;36,307;0,566
"tramitar";-8,727;-12,18;34,787;-13,925;6,544
"trabalhador";16,397;0,138;-22,557;17,079;-6,245
"rtj";-7,073;-6,627;87,504;-7,773;-6,712
"presenca";-2,146;-3,98;28,694;-0,769;-3,121
"classe";-2,374;-1,905;1,955;-0,958;3,158
"atuar";1,915;17,849;-2,82;-0,223;-5,203
"alcancar";0,723;-1,514;0;-0,135;0,378
"administracao";38,849;8,92;-15,549;-0,018;-10,453
"viii";1,029;-0,481;-14,211;-2,705;23,763
"solver";-13,68;-12,817;231,736;-19,549;-27,906
"novembro";14,558;-4,784;-16,988;-10,166;30,589
"nivel";-1,339;51,146;-20,215;36,205;-30,612
"melhor";-3,214;27,044;-12,053;23,898;-12,473
"lado";2,326;-0,001;0,711;-0,089;-2,995
"expressao";-0,121;46,899;-0,02;-8,2;-5,362
"estrutura";54,404;9,7;-16,988;-0,001;-17,259
"esfera";-1,43;64,544;-7,572;-2,705;-1,192
"dividir";262,027;-8,392;-20,286;-4,661;-17,68
"cpc";-4,043;-12,34;-6,533;-14,163;102,382
"consubstanciar";-0,999;8,102;0,014;-9,941;1,627
"agremiacao";-3,214;-1,7;-2,82;-1,737;27,28
"virtude";-6,439;0,103;0,003;-0,958;6,564
"revestir";-9,878;-2,993;109,897;-17,859;-7,22
"regular";8,834;0;-1,362;-1,737;-0,001
"particular";7,011;1,518;-0,755;-0,246;-3,041
"ocorrencia";-0,005;0,017;-9,474;23,625;-1,825
"juntar";-2,967;-10,279;-15,227;4,857;32,261
"indeferir";-6,908;-12,18;2,055;-5,221;28,943
"decorrencia";-0,154;-1,424;-0,043;-0,79;4,917
"convocacao";20,597;-7,97;-5,032;-5,221;7,923
"consumidor";78,433;4,437;-15,532;-0,089;-20,067
"vinculante";-2,176;-1,7;10,154;-17,134;7,407
"tutela_provisoria";-7,074;-4,66;-3,422;10,246;7,418
"turma";-4,924;-4,508;-4,039;-10,107;66,619
"partido_socialista_brasileiro";-0,624;-6,31;-5,01;-2,247;36,836
"colocar";0,23;0,136;-7,048;52,486;-20,174
"suplementar";-3,247;-0,923;-21,997;92,026;-3,121
"secovid";-6,566;-6,152;-13,302;152,837;-12,063
"rede";-0,154;19,713;-14,905;47,235;-29,471
"mesa_diretora";-10,421;-9,649;-20,543;-18,093;172,383
"indicado";0;-1,335;0,147;0,001;0,256
"imposto";7,011;18,09;-6,027;0,142;-10,843
"declaratorio";-13,17;-12,34;11,872;-18,82;36,487
"contido";-0,013;-1,514;-0,074;-4,33;9,905
"campanha";-1,081;0,017;-24,054;118,75;-17,259
"rede_sustentabilidade";-3,141;-1,547;-10,599;1,069;21,302
"medir";0,39;-0,061;-11,251;53,74;-12,427
"ensejar";-5,449;-3,445;3,534;-2,142;7,437
"superior_tribunal_de_justica";-8,576;-10,114;-0,417;-13,035;73,682
"substancial";-2,846;-8,123;-16,988;-6,83;97,289
"revisao";0;-5,188;7,943;-2,828;0,257
"requisicao";-2,863;16,755;-18,507;56,721;-18,418
"recomendacao";-1,756;-0,239;-26,338;148,367;-19,076
"promocao";-0,768;90,339;-17,867;2,812;-15,831
"principal";-5,746;-0,884;-1,867;56,68;-7,452
"legislador";-3,247;4,592;18,237;-10,691;-2,255
"familia";4,47;0,437;-25,306;61,993;-17,981
"definitivo";0,048;-0,923;-2,05;-5,628;16,549
"contemplar";0,396;0,715;-0,446;6,934;-8,001
"conformidade";0,912;-3,322;-10,848;-6,627;37,815
"bolsonaro";0,318;15,658;-11,089;16,917;-15,071
"aptidao";-11,094;-12,499;174,536;-14,401;-17,618
"prejudicialidade";-7,909;-11,385;-7,781;-10,691;108,855
"inadequacao";-3,377;-5,618;7,978;-10,922;11,844
"grau";3,307;5,866;-14,457;-5,577;6,314
"gerar";0,254;3,025;-15,347;28,204;-6,848
"franco";-0,156;-1,574;-0,153;10,598;-1,51
"direitos_fundamentais";-2,726;156,692;-14,584;-1,272;-12,946
"crise";-1,756;-6,198;-6,279;134,606;-23,82
"crfb";-3,283;12,481;-4,162;-8,271;10,574
"apoiar";-0,014;3,233;-15,02;36,041;-7,996
"alto";13,403;10,541;-21,655;2,513;-5,019
"abastecimento";7,803;-2,993;-4,065;3,732;-0,375
"qualidade";4,654;4,173;-13,717;-6,302;6,622
"psb";-0,539;-6,152;-8,47;-0,394;34,63
"luz";-7,909;24,023;-5,046;0,383;0,008
"limitacao";6,988;49,93;-14,693;-2,987;-5,019
"indice";66,554;-4,762;-0,715;0,399;-20,067
"deferimento";7,359;0,074;-13,944;0,021;1,379
"casa";0,309;-1,704;-12,989;0,383;12,515
"aspecto";0,001;10,538;0,205;-0,62;-5,108
"vigente";1,124;1,627;0,018;-8,161;0,342
"versar";-0,398;-12,021;-1,285;-2,759;32,989
"silva";-2,66;5,362;-9,543;0,078;5,168
"semelhante";-6,741;0,521;0,65;-1,286;2,915
"implementacao";7,721;9,253;-13,625;18,771;-22,693
"grande";37,226;-2,959;-17,867;27,226;-15,831
"gestao";-1,756;61,603;-21,222;16,645;-16,901
"direito_constitucional";-7,258;7,575;0,587;-7,942;3,079
"complexo";-0,296;-7,511;7,494;-1,623;0,984
"verificacao";1,015;-0,006;-0,776;-0,057;0,113
"pronunciamento";-10,421;-3,079;18,047;-0,542;0,156
"procedente";-7,746;-0,846;-12,672;-4,118;66,838
"mudanca";1,809;-0,773;-21,313;0,555;12,01
"incidir";-3,377;-4,112;22,205;-4,48;0,079
"importante";1,007;1,486;0,116;2,74;-12,443
"duvidar";-5,973;0,015;4,762;1,649;-2,071
"candidatura";-7,583;-8,863;-23,931;-14,479;159,017
"agte";-0,84;-0,787;-1,701;-1,2;13,315
"agricultura";6,052;-2,677;-3,416;0,191;0,547
"zona";6,19;-0,944;1,921;-1,44;-2,255
"superar";-1,273;-9,177;18,237;0,843;-3,121
"recepcao";-5,973;-2,606;2,675;-17,123;27,433
"realidade";-1,925;0,27;1,36;8,229;-8,938
"qo";-1,008;-0,944;0,201;-1,44;4,684
"public";-8,594;-8,052;41,808;-5,949;0,114
"propor";0,18;-2,265;1,755;-4,851;2,196
"ministerio_publico";-5,819;19,064;-12,356;-14,479;28,603
"jurisprudencial";-8,743;-8,079;1,002;-9,085;38,554
"investigar";-5,809;11,693;-15,13;-0,219;12,121
"estudante";-3,312;-1,723;-21,527;161,969;-18,57
"depender";5,018;3,233;-0,79;-0,334;-3,121
"creditar";233,658;-7,922;-21,87;-0,571;-21,471
"consistente";-3,377;-5,618;63,177;-2,317;-9,883
"assinalar";0,254;-0,433;2,179;0,73;-4,368
