"";"classe 1";"classe 2";"classe 3";"classe 4"
"mostrar";2,639;-0,357;0,067;-1,173
"inc";53,528;1,145;-13,054;-33,584
"pessoal";-42,365;0,089;13,077;13,097
"permanente";-66,058;-8,447;0,069;110,878
"carta";-36,044;117,243;-14,126;-9,905
"disposicao";-16,138;90,013;1,099;-43,845
"aspecto";-16,704;8,607;-0,374;1,502
"animal";-0,69;-111,362;-26,16;219,824
"identificar";-20,268;-35,803;82,154;23,239
"elemento";-9,879;45,337;-9,078;-4,401
"atuar";-14,197;15,535;-0,001;-0,23
"ressaltar";-1,106;2,926;-1,857;0,006
"procurador_geral_do_estado";20,23;-3,699;-0,689;-3,11
"citar";0,36;5,502;-16,873;-0,196
"senador";-58,617;175,83;42,208;-108,889
"acusacao";-76,911;489,184;-29,579;-123,705
"comum";-39,908;3,803;-4,701;28,244
"manutencao";-3,473;-22,189;14,263;18,337
"impossibilidade";76,106;2,556;-1,423;-84,102
"aberto";-3,533;35,316;-14,319;-4,01
"presidencial";25,152;18,848;-14,857;-46,759
"bom";2,936;0,899;-10,966;-0,303
"nota";2,032;-57,776;9,773;20,69
"alegacao";95,566;-1,663;-8,847;-37,063
"abstrato";346,154;-31,119;-24,1;-78,009
"politicas_publicas";-19,177;-24,283;27,769;35,573
"organizacao";-59,984;1,268;-3,282;53,216
"eleger";-22,683;252,834;-19,282;-83,882
"definicao";-22,443;-3,465;7,214;22,492
"politico";-39,473;27,227;-7,074;4,921
"direito_fundamental";-22,197;-10,685;-26,187;120,931
"conteudo";-8,931;12,417;-11,478;1,678
"lugar";-6,46;29,444;-7,489;-2,225
"absoluto";-44,48;94,426;-16,321;-1,436
"parcial";204,671;-20,016;-3,245;-61,193
"achar";1,651;11,204;-15,995;-4,802
"acercar";31,584;1,204;-1,349;-32,88
"medidas_provisorias";-12,778;242,168;-26,086;-90,081
"oficial";107,068;-31,987;-3,808;-7,634
"decorrer";-44,292;82,402;0,52;-12,238
"referente";-1,672;-4,532;375,242;-73,428
"integrar";-5,899;-0,809;35,127;-0,194
"camara_municipal";0,02;147,743;-24,663;-91,929
"alegar";40,875;-3,075;-0,026;-17,21
"compreender";-1,13;-0,096;-5,26;7,534
"agrotoxico";-66,905;-127,543;-28,156;513,833
"secreto";-63,682;139,633;22,903;-57,485
"relatoria";435,714;-86,905;-3,191;-81,991
"lei_complementar";-0,563;30,761;71,684;-104,952
"revogacao";100,109;-89,615;-7,489;3,897
"proporcionalidade";-20,98;1,251;-2,169;16,777
"brasilia";209,034;-104,854;-11,153;-1,15
"palavra";-11,494;1,658;-5,947;11,511
"iniciativa";-22,983;-0,375;0,103;24,717
"infracao";-52,078;124,748;-21,607;-3,239
"discussao";12,506;2,443;-6,085;-11,785
"disciplina";-12,273;5,379;18,822;-3,088
"direito_constitucional";-1,718;-31,066;-13,877;86,309
"procedencia";199,773;-2,779;-16,553;-83,707
"partidario";-27,262;149,032;3,141;-76,263
"sp";59,636;-3,442;-12,991;-10,054
"luz";-6,83;61,095;-9,677;-13,359
"mesa_diretora";-24,317;349,1;-28,756;-126,933
"demanda";21,454;-45,707;166,315;-29,158
"transitar";5,795;3,858;-2,693;-10,814
"competir";-46,242;163,422;-11,304;-21,657
"apreciacao";114,549;0,266;-1,54;-97,991
"policial";-50,379;96,611;-25,761;-0,071
"nunes_marques";206,308;-39,698;-5,064;-32,677
"estabelecimento";-39,937;-29,974;-10,541;185,935
"prova";-11,949;139,251;-22,99;-35,049
"instaurar";-18,575;234,002;-26,286;-72,422
"unidade";-43,641;-7,187;12,025;47,233
"graca";-38,228;234,423;-26,659;-45,268
"programa";-25,717;-77,734;48,549;91,708
"federativo";-37,005;111,708;-0,066;-24,726
"reducao";-23,14;-29,69;10,113;67,285
"providenciar";2,899;-18,793;36,129;-0,747
"pertinente";-0,265;-1,821;94,791;-17,198
"ordinario";15,105;21,326;-9,954;-42,082
"obrigacao";-46,439;-14,518;3,675;84,523
"virtual";291,988;-60,937;-1,829;-53,295
"homem";-74,707;-102,767;-13,786;438,054
"programacao";-85,58;-147,576;2633,845;-109,811
"integrante";-27,793;37,356;-1,346;-0,346
"campo";-0,482;4,748;-16,515;0,859
"empresa";-5,734;-7,392;-5,824;43,071
"gestao";-36,874;-26,366;366,618;-0,651
"constar";3,248;-26,351;41,011;-0,144
"melhor";-4,189;-0,158;-6,734;15,636
"formacao";-24,026;97,877;-24,896;-6,08
"particular";-36,155;2,931;-6,369;30,157
"tse";31,3;3,17;-0,137;-47,664
"responsavel";-9,44;-27,448;11,781;38,249
"mecanismo";-14,281;8,349;1,936;-0,068
"cabimento";426,322;-50,835;-21,809;-86,778
"visar";-17,656;0,032;-4,121;25,511
"embargos_de_declaracao";401,646;-40,14;-19,422;-94,525
"direitos_humanos";-54,954;-76,383;-25,262;366,224
"competente";-29,949;31,865;-1,932;0,051
"total";-14,391;-17,092;170,426;-0,051
"quadro";8,643;-12,817;0,024;0,656
"problema";-12,879;-1,429;-0,133;23,585
"seguranca_juridica";48,428;17,336;-14,243;-73,025
"seguir";3,248;0,108;-0,621;-2,427
"maximo";-21,531;1,114;-7,095;24,551
"destinacao";-35,858;-16,511;740,405;-48,724
"conhecido";208,618;-60,636;-9,073;-14,359
"liberdade_de_expressao";-38,532;-36,955;-26,758;235,441
"legalidade";-4,955;31,896;5,152;-26,181
"processo_penal";-45,806;296,63;-27,357;-65,657
"prerrogativa";-44,064;162,317;-0,139;-43,723
"atingir";-6,621;-10,854;-5,099;52,26
"disponivel";-31,47;-70,353;-0,325;204,747
"anual";-70,753;-118,141;2173,082;-93,713
"organico";5,547;63,205;-25,189;-53,546
"jose";-5,387;-7,191;-9,869;47,685
"diferente";-18,31;1,136;-9,289;23,423
"mudanca";-8,959;-9,768;19,808;10,898
"intervencao";30,154;0,077;-17,794;-8,273
"vigencia";158,2;-15,899;-1,707;-48,907
"regimental";-26,915;171,167;11,34;-113,498
"ato_normativo";228,767;-51,276;-10,373;-24,511
"servidor";-9,254;-0,182;-11,72;29,578
"presidencia";31,614;48,501;-19,748;-95,092
"preservar";-21,511;-0,003;-11,326;42,682
"posicao";0,652;9,104;-10,808;-3,384
"ms";60,879;-6,455;-10,722;-7,532
"interpretar";-42,703;170,223;-18,834;-20,898
"discutir";191,707;-28,399;-2,776;-43,414
"diario";172,176;-34,487;-15,888;-15,269
"residuo";-67,776;-127,071;-17,499;484,071
"consagrar";-32,06;13,187;-7,247;10,795
"ativo";6,658;-29,303;32,325;-0,147
"excluir";-9,815;45,735;-2,363;-9,309
"administracao";-16,378;14,338;6,908;-2,877
"peticao";300,54;-50,468;-4,631;-60,285
"noticiar";-10,584;-27,231;0,138;67,704
"regular";-4,037;19,096;-10,367;-0,37
"basico";-42,703;-28,919;57,643;49,447
"violencia";-75,658;-83,135;-23,766;426,425
"implicar";-8,812;19,93;-6,055;-0,071
"grau";-5,964;43,568;-10,722;-6,067
"emenda_constitucional";-5,486;33,913;63,518;-75,952
"venia";241,48;-9,691;-15,41;-82,418
"rito";2,596;71,696;-12,875;-64,502
"prestacao";-4,124;0,171;9,368;-0,157
"sancao";0,151;12,957;-6,715;-6,119
"jurisdicional";1,178;74,593;-18,931;-52,357
"significar";-12,358;2,735;-5,305;9,302
"circunstanciar";22,023;-2,934;-4,747;-1,771
"ingresso";315,12;-80,398;-17,963;-24,479
"simples";-2,226;27,881;-8,86;-4,781
"misto";-39,793;41,244;157,043;-70,549
"forca";-23,179;24,76;-1,047;0,004
"discriminacao";-62,287;-91,794;-13,716;385,695
"constante";3,073;-6,058;17,738;-2,992
"importancia";-0,878;-10,51;-4,292;30,364
"teor";0,027;0,167;4,474;-3,553
"papel";-50,052;90,249;-8,309;-1,707
"impacto";-25,956;-56,204;-0,542;169,157
"dano";-14,988;-37,112;-14,657;151,62
"culto";-65,003;-119,736;-22,87;478,336
"constituinte";-77,555;129,943;-9,699;-2,191
"reuniao";-17,623;-1,517;-16,428;60,108
"dezembro";57,186;-2,607;0,024;-31,278
"chegar";-3,76;11,268;-1,273;-0,855
"beneficiar";-19,599;0,642;72,291;-3,591
"compreensao";19,74;3,357;-8,633;-18,294
"realidade";-19,324;-1,581;0,335;26,017
"criminal";-52,724;185,91;-18,466;-20,392
"tutela";23,516;-32,434;-16,804;14,542
"atendimento";1,031;-58,226;30,221;12,25
"vigente";-1,173;40,368;-2,473;-20,693
"julho";175,133;-45,278;-13,714;-10,931
"federacao";-11,13;21,94;1,569;-5,968
"procurador_geral_da_republica";368,896;-43,942;-12,996;-83,291
"posto";23,111;-0,023;-3,787;-10,185
"historico";-53,751;-9,355;-6,038;134,917
"profissional";-25,991;-52,715;48,052;64,327
"judiciario";-22,488;149,105;-20,736;-27,826
"determinacao";-0,262;3,083;0,199;-2,562
"mes";1,228;21,386;-7,768;-16,731
"prefeito";-1,278;74,338;-4,699;-41,9
"ordenamento";-18,553;48,937;-17,383;-0,303
"discricionario";-25,041;10,41;258,555;-72,873
"assumir";-30,447;12,957;-12,062;13,433
"agr";550,408;-92,457;-22,073;-88,373
"proibir";-42,263;-0,001;-15,266;74,099
"imposto";-15,669;9,035;0,056;0,255
"ae";31,306;-4,381;-1,772;-5,372
"vice";-23,836;255,467;-21,21;-80,964
"regional";-12,154;-12,236;29,653;12,507
"policiar";-40,027;116,48;-17,776;-6,359
"passo";148,166;-6,846;-18,663;-37,912
"divulgacao";3,142;-29,001;8,714;4,179
"impugnacao";333,718;-44,45;-13,998;-65,831
"improcedente";417,086;-51,545;-21,508;-82,292
"firmar";38,478;6,142;-4,359;-50,926
"arma";-23,676;-49,84;-21,177;216,998
"convencao";-36,854;-8,291;-22,173;135,263
"informar";-1,177;-19,067;11,879;11,522
"familiar";-44,557;-4,009;-15,362;116,861
"soberania";-52,913;191,171;-17,875;-22,503
"sanitario";-38,81;-94,409;-23,966;358,802
"chamado";-14,718;2,045;2,458;1,414
"eficaz";241,205;-44,894;-19,649;-25,599
"definitivo";185,194;-8,386;-19,649;-51,263
"validade";22,439;11,251;-9,456;-36,478
"fiscal";-19,481;-18,728;385,335;-12,306
"procuradoria_geral_da_republica";379,129;-52,123;-13,622;-75,952
"pensar";-0,654;0,357;-15,65;6,752
"consideracao";-0,065;-7,552;-9,714;25,02
"reqte";50,999;-7,71;-3,743;-7,312
"negro";-6,617;-18,289;-1,024;55,791
"alcancar";-2,79;6,234;-5,358;0,195
"secretaria";-0,453;-28,702;6,51;20,972
"orientacao";-2,299;-17,134;-0,968;39,823
"oferecer";-0,787;0;-6,617;5,887
"busca";-1,145;-2,817;-6,645;18,818
"sujeito";-38,459;48,777;-1,34;-0,37
"suficiente";5,241;-22,546;-4,37;16,151
"reconducao";-40,337;342,718;-22,67;-102,353
"razoavel";-0,795;20,941;-1,639;-9,484
"acusar";-57,904;196,986;-22,87;-18,475
"suspender";156,495;-31,907;-0,144;-33,533
"rer";87,428;0,077;-13,833;-46,762
"interesse_publico";-1,399;15,863;-3,528;-3,319
"indireto";-17,346;21,789;-9,115;1,004
"excepcional";-0,924;46,874;-8,944;-18,442
"restringir";-13,82;0,177;-7,789;23,176
"gratuito";-2,194;-7,308;-0,676;22,067
"falta";-0,018;-8,7;7,104;2,299
"resultar";-0,01;5,08;13,145;-19,985
"gerar";-1,415;-3,029;-1,881;14,205
"fisico";-42,977;-75,446;-9,489;291,233
"compativel";-18,703;20,738;21,383;-11,965
"pretender";2,357;0,454;-11,349;-0,004
"preciso";-30,68;13,787;-2,924;6,136
"mero";2,379;-0,242;-5,378;0,232
"composicao";-19,181;146,455;-9,839;-40,741
"causar";-3,951;-24,386;-14,788;87,44
"silva";-0,02;-1,462;-1,528;4,594
"provimento";250,874;-22,596;-15,068;-59,268
"proposito";-5,006;0,252;24,125;-2,068
"doutrina";-2,434;-0,737;-19,057;25,638
"privativo";-8,443;175,651;-14,39;-73,254
"paulo";0,867;-0,994;-6,617;3,019
"coisa";1,358;-0,277;-4,991;0,675
"verba";-23,743;-63,728;1214,402;-76,104
"processo_legislativo";-0,948;64,587;0;-54,218
"impedimento";-1,177;57,113;4,182;-64,42
"esfera";-23,098;16,611;3,104;-0,546
"encaminhar";15,178;-11,855;106,268;-42,515
"bloco";-30,391;50,548;-18,53;0,311
"reduzir";-40,027;-18,934;-0,463;118,741
"violar";-0,862;3,017;-7,223;0,566
"professor";-16,378;-40,545;-0,49;117,24
"postulado";-15,883;5,66;45,861;-8,227
"cenario";-14,918;-6,307;-0,198;42,526
"alegado";125,045;-12,105;-0,362;-43,979
"propor";22,207;-1,003;29,312;-45,984
"proceder";0,024;2,523;-1,541;-1,029
"inscrever";52,453;7,334;-14,536;-53,146
"futuro";-15,64;-32,874;-9,489;133,633
"vigor";97,586;-12,963;-3,847;-19,631
"tratamento";-37,784;-14,023;-0,036;95,978
"inexistencia";154,633;-42,315;3,191;-38,165
"central";-20,322;0;97,66;-3,361
"precisar";-16,659;8,328;-9,996;8,11
"improcedencia";253,483;-25,124;-6,194;-70,084
"https";-41,594;-74,646;-10,17;288,472
"revista";-46,342;-21,822;-17,34;191,478
"obter";8,772;-21,497;10,023;0
"identificacao";-31,103;-20,143;138,793;6,844
"conformidade";3,06;-20,888;92,25;-8,353
"vereador";-12,77;201,046;-14,004;-79,426
"peticao_inicial";291,929;-35,745;-15,65;-57,318
"advocacia_geral_da_uniao";371,102;-74,317;-10,355;-54,281
"pensamento";-42,218;-53,435;-20,182;271,136
"mato_grosso";45,628;1,974;-10,064;-34,591
"geracao";-55,36;-99,611;-14,681;388,181
"agir";3,06;1,816;-12,5;-0,735
"receita";-49,356;-30,421;1062,736;-61,411
"primario";-18,443;-61,754;975,263;-51,269
"obstante";2,057;1,306;-5,064;-1,307
"agravo_regimental";432,061;-81,712;-14,34;-64,405
"estrutura";-42,325;-1,648;-0,216;60,399
"desvio";-0,188;14,103;0,096;-13,328
"abril";90,906;-4,025;-17,284;-19,261
"maio";32,095;-48,901;-2,887;8,37
"extincao";5,922;0,002;-13,738;-0,003
"capacidade";-34,032;-16,591;0,43;86,79
"ristf";68,805;8,296;-20,68;-64,149
"ocasiao";18,87;-0,038;-6,272;-5,586
"negar";63,941;-12,963;-16,989;-1,72
"dr";92,466;-27,022;-10,361;-3,088
"cientificar";-46,672;-94,417;-20,879;372,901
"avaliacao";-34,935;-27,614;0,059;117,989
"dimensao";-31,547;-17,515;-14,39;143,504
"buscar";-4,085;-0,384;-0,818;9,688
"urgencia";137,935;-6,922;-12,409;-38,822
"licenciamento";-57,396;-104,971;-18,53;416,019
"invocar";18,922;-4,771;-10,625;0,022
"religiao";-53,983;-80,459;-16,109;349,14
"inelegibilidade";-39,77;315,284;-20,68;-90,483
"honra";-31,491;-26,296;-19,884;178,439
"eficiencia";-13,959;0,117;18,584;0,268
"movimento";-8,894;-28,904;-6,677;99,271
"comprometer";-27,767;-3,219;0,388;41,65
"tribunal_superior_eleitoral";41,9;7,719;-7,762;-52,836
"pretensao";57,778;-3,913;0,596;-31,78
"prejudicar";127,398;-27,153;-1,23;-21,459
"fossar";-0,354;6,783;-2,213;-1,44
"bancada";-48,034;-63,759;1540,778;-90,221
"atos_normativos";67,099;-1,925;-11,757;-17,686
"resposta";-4,74;-9,013;-0,946;33,148
"regulamentacao";-0,758;0,62;-0,125;0,054
"clausular";-9,246;91,94;-9,728;-25,723
"legislar";-3,868;95,651;-13,754;-35,062
"grifar";5,01;0,601;2,027;-14,438
"suscitar";233,707;-29,562;-11,479;-45,933
"participar";-2,944;20,313;-1,736;-4,859
"mundo";-31,547;-76,176;-20,481;292,884
"apoiar";-18,579;-21,023;48,76;20,122
"sistematico";-20,799;15,219;105,427;-36,669
"planejamento";-58,484;-76,676;553,076;2,933
"justica_eleitoral";-5,636;41,161;-0,815;-14,476
"saude_publica";-26,872;-21,281;-20,083;154,66
"reserva";-15,443;29,276;-0,495;-2,014
"presidencia_da_republica";29,757;-3,91;4,72;-20,004
"lembrar";-18,004;-3,192;-11,11;62,758
"esclarecer";9,347;-6,346;0,738;-0,69
"apresentacao";-4,583;-7,888;64,106;-0,001
"vencer";166,808;-13,923;-6,431;-46,459
"solicitar";85,459;-57,838;1,98;-3,196
"sanar";485,635;-87,279;-16,399;-76,306
"examinar";39,166;0,763;0;-46,779
"conduta";-12,77;0,015;-5,124;21,709
"independencia";-32,388;164,28;-13,521;-30,732
"grifo";31,367;-0,032;-1,781;-18,441
"crfb";-15,015;50,368;-1,954;-7,724
"continuar";-3,296;-7,071;0,002;19,653
"cancelamento";-2,118;-14,825;184,901;-9,417
"reconhecimento";0,43;-1,027;-6,22;3,866
"congresso";-20,068;20,26;65,773;-29,322
"possibilitar";-11,138;12,276;-3,262;0,446
"pagamento";-31,76;-51,71;1069,862;-56,153
"militar";-14,947;1,487;-8,309;17,543
"milhao";-23,182;-14,412;-1,499;85,183
"menor";-16,894;0,004;0,154;12,865
"generico";-18,637;106,852;-3,011;-30,146
"favor";-24,645;0,14;1,529;12,607
"codigo_penal";-31,18;108,454;-10,283;-11,971
"outubro";92,315;-14,888;-7,936;-11,419
"gestor";-10,684;-15,574;3,443;36,169
"financiamento";110,857;-31,043;0,782;-22,812
"excecao";-23,774;61,987;0,662;-15,998
"economia";-11,392;-38,11;37,098;33,512
"cabivel";218,377;-14,361;-8,841;-68,044
"integridade";-48,712;-25,967;-12,314;196,907
"aditamento";391,235;-81,712;-6,267;-61,881
"vii";-16,269;0,009;-8,052;30,003
"atencao";-1,268;-13,416;4,249;12,712
"turma";103,148;-8,96;-15,262;-16,938
"separacao_de_poderes";-29,394;138,198;-13,714;-21,985
"prevencao";0,87;-65,929;-16,845;100,479
"limitar";-2,369;0,884;1,24;-0,04
"impessoalidade";-15,695;13,734;142,478;-55,562
"formulacao";-4,428;0,007;1,131;1,561
"combate";-18,506;-31,467;-6,513;130,735
"ameaca";-6,362;-24,328;-19,387;103,963
"sigilo";-6,823;35,214;-3,475;-6,191
"recebimento";-10,912;109,146;1,607;-70,94
"longo";-2,729;-12,967;-2,124;38,158
"consistir";-3,626;2,679;-2,765;1,312
"conduzir";0,87;2,145;-11,184;-0,104
"rede";-1,459;-15,676;-0,776;33,284
"estado_democratico_de_direito";-47,913;47,363;-9,827;1,967
"divergencia";112,882;-1,175;-8,382;-51,165
"depender";-8,824;3,548;-0,592;1,817
"colegiado";10,649;30,509;-2,645;-60,465
"anotar";33,383;-0,1;-5,824;-13,342
"viii";4,015;-5,721;-13,656;8,146
"referendar";209,853;-53,727;6,363;-59,685
"rede_sustentabilidade";167,54;-31,168;-6,802;-23,916
"integral";-0,153;-18,632;91,701;-1,225
"ambiente";-28,4;-26,937;-9,463;151,262
"recepcao";27,014;38,867;-17,598;-76,576
"premissa";0,758;17,028;-14,243;-7,518
"igual";-13,583;0,787;-8,309;19,006
"admissibilidade";53,697;12,478;-13,039;-69,642
"universidade";-7,839;-67,852;265,2;1,129
"politica_publica";-11,573;-5,196;26,176;5,782
"temporario";-13,225;17,566;-6,104;0,427
"retirar";2,846;-2,557;-4,744;1,955
"reiterar";44,642;-1,044;-1,635;-20,096
"dignidade";-33,315;-34,55;-18,691;201,603
"carlos";36,248;-7,834;-7,13;-1,356
"viabilizar";0,704;0,182;4,986;-6,843
"tramitacao";-1,605;40,807;1,079;-36,313
"implementar";-2,686;-19,939;0,001;37,583
"fatico";16,684;-0,265;-4,533;-4,08
"aumento";-25,745;-29,377;6,342;78,006
"oficiar";15,328;-2,027;10,688;-18,176
"ilicito";-48,14;34,446;-1,496;1,636
"contido";8,435;15,483;-1,008;-38,243
"condenacao";-23,667;158,76;-4,594;-49,722
"comunicacao";-16,1;-24,462;6,516;53,539
"alto";-23,791;7,156;-9,101;13,907
"ad";167,148;-28,543;4,015;-63,64
"governamental";-30,472;-3,613;1,887;40,151
"and";-34,352;-11,785;-5,859;112,063
"sus";-39,133;-65,576;-5,971;249,052
"explicitar";0,059;17,566;-0,85;-15,822
"americano";-52,214;-25,32;-16,35;211,139
"real";-19,452;-23,956;3,111;66,083
"opcao";-34,299;47,727;-12,366;0,363
"negativo";-1,138;-5,882;-12,174;32,132
"inscricao";119,664;-2,616;-9,672;-45,806
"fiar";444,031;-82,382;-11,804;-71,831
"dignidade_da_pessoa_humana";-28,953;-15,626;-18,492;139,955
"caracterizar";0,199;-1,91;-4,031;5,039
"zona";-12,979;-13,197;-0,964;60,264
"separacao_dos_poderes";-14,732;82,304;-6,185;-17,433
"parlamento";-16,958;67,411;-0,285;-17,9
"ix";-1,168;2,116;-8,114;1,656
"ciencia";-12,016;-29,788;-10,835;119,773
"veiculo";-13,446;-20,724;-2,71;84,32
"teoria";-33,366;-3,141;-17,499;97,717
"medida_provisoria";5,281;53,147;-16,208;-51,807
"indicador";-59,391;-92,706;1497,129;-45,207
"servir";-4,568;-0,055;9,62;0,12
"obrigatoriedade";-14,761;-12,503;3,133;38,278
"acabar";-6,823;0,19;-0,669;6,403
"territorio";-18,133;-1,977;-3,474;44,019
"principal";-2,904;-12,031;-0,131;29,291
"limitado";-12,739;14,855;2,937;-2,731
"jurisdicao";-2,772;100,236;-15,856;-39,396
"evidente";-0,416;-1,53;1,492;1,276
"estrito";-23,667;62,413;-7,102;-3,554
"enfrentar";3,925;-0,12;-11,504;0,336
"multa";-10,644;74,053;-6,983;-17,168
"ex";-0,12;12,142;-11,695;-1,314
"diploma";7,132;18,039;-4,296;-31,623
"devido_processo_legal";-15,576;129,072;-6,932;-40,212
"consignar";0,674;0,252;51,903;-33,093
"sociedade_civil";-0,07;1,192;1,305;-2,503
"predeterminado";-8,774;13,885;-16,152;2,108
"morte";-43,943;-56,018;-16,109;271,4
"moralidade";-44,748;102,026;8,273;-34,272
"incompativel";-26,263;16,817;8,88;-1,481
"equilibrio";-28,871;-1,071;-5,3;57,451
"desenvolver";-6,512;0,799;-15,955;15,738
"permanecer";-2,643;-5,211;-0,334;18,059
"mercado";-31,141;-69,578;-16,208;268,041
"alocacao";-41,808;-68,347;1107,368;-35,401
"virtude";0,017;14,727;-9,691;-4,627
"pressuposto";64,695;-0,677;-7,936;-25,256
"potencial";-0,089;-5,536;-8,768;20,612
"obra";-47,414;-28,907;42,345;64,555
"logicar";-16,156;38,695;5,966;-16,938
"justo";-33,331;-19,39;-15,955;155,673
"acolher";74,552;-13,352;0,018;-20,195
"setor";-21,772;-32,971;2,502;87,556
"sucessivo";-5,704;120,992;-5,221;-58,674
"restar";36,228;-1,564;0,16;-21,706
"positivo";-16,422;0,581;-13,363;28,241
"norte";3,655;-10,655;-10,645;12,761
"estudante";345,887;-57,959;-15,513;-53,717
"afastamento";-9,509;120,992;-3,072;-53,737
"unanimidade";259,103;-31,688;-16,009;-48,529
"transcrever";15,954;-3,92;8,455;-12,542
"substituir";-11,075;24,499;-13,265;0,093
"perigo";40,555;-43,857;-8,401;6,696
"individuo";-36,599;-46,798;-14,472;229,004
"existente";-2,431;-4,623;6,117;4,674
"epoca";5,225;0,216;-6,255;-1,202
"cuidar";3,01;3,154;-0,081;-10,87
"consubstanciar";-0,226;9,068;-3,072;-2,459
"criticar";-17,388;-11,267;-6,172;80,019
"conducao";-7,693;60,401;-9,507;-12,073
"apto";184,808;-26,364;-0,36;-51,998
"antonio";-3,352;-36,473;-9,254;96,824
"adpfs";206,991;-66,947;5,936;-44,894
"requerimento";66,137;0,61;-6,704;-47,664
"posterior";15,466;11,297;-3,205;-36,967
"modalidade";-9,254;-9,62;205,517;-7,809
"equilibrado";-26,181;-45,145;-13,46;197,122
"discricionariedade";-1,838;27,138;15,805;-42,834
"pecar";8,924;-13,134;111,606;-31,717
"pais";-41,594;-35,989;-10,17;203,437
"implementacao";-0,15;-12,742;68,969;-1,195
"emprego";-22,363;-22,014;-0,125;90,868
"bienio";-0,446;114,279;-14,819;-64,036
"traduzir";-5,599;0,152;-3,339;8,822
"perspectiva";-9,731;-0,006;-3,139;17,073
"origem";-22,363;-30,224;25,134;49,581
"inserir";-6,306;12,704;0,638;-3,201
"filho";-23,832;-0,243;-12,991;54,184
"condenar";-9,674;75,479;-8,676;-17,514
"agricultura";-10,089;-68,821;-9,129;180,279
"subjetivo";25,406;-7,182;-16,406;0,245
"significativo";-8,636;-41,314;-0,004;89,209
"salientar";-4,649;2,933;-4,296;2,432
"elaboracao";-20,445;-24,73;225,327;0,014
"confirmar";30,483;-15,2;-1,024;-0,342
"complementar";-10,345;0,192;0,012;6,388
"ajuizamento";313,949;-57,648;-10,931;-47,733
"original";12,909;-0,303;0,069;-8,982
"mandar";62,223;-0,004;-14,274;-25,675
"legislatura";-39,887;261,004;-15,612;-67,617
"fundado";-10,843;-2,796;0,123;21,386
"conversao";281,811;-31,628;-16,406;-57,687
"incidencia";-5,449;48,699;0,066;-26,42
