"";"classe 1";"classe 2"
"instalação";-122,844;122,844
"honorário";-47,353;47,353
"pleito";-11,405;11,405
"revista";-103,236;103,236
"monocrático";1326,675;-1326,675
"ingresso";-7,072;7,072
"governamental";-142,319;142,319
"cultural";-143,561;143,561
"indivíduo";-142,934;142,934
"conter";-59,966;59,966
"alto";-136,691;136,691
"condução";-84,514;84,514
"vigor";-100,896;100,896
"veto";-0,21;0,21
"formação";-107,31;107,31
"audiência";-136,412;136,412
"eleger";-6,963;6,963
"participar";-7,375;7,375
"morte";-137,425;137,425
"arguente";138,808;-138,808
"retirar";-76,416;76,416
"instância";-0,565;0,565
"especificamente";-7,626;7,626
"americano";-85,18;85,18
"retrocesso";-94,185;94,185
"integral";-21,5;21,5
"dimensão";-110,242;110,242
"comprovar";-10,23;10,23
"referendar";657,115;-657,115
"patrimônio";-88,141;88,141
"ocasião";53,974;-53,974
"escolar";-97,052;97,052
"avaliação";-136,098;136,098
"programação";-140,933;140,933
"planejamento";-130,538;130,538
"examinar";15,145;-15,145
"cnj";-71,343;71,343
"perspectiva";-69,266;69,266
"parcela";-82,714;82,714
"remuneração";-95,291;95,291
"cuidar";5,199;-5,199
"rural";-76,819;76,819
"alínea";-22,279;22,279
"invocar";20,88;-20,88
"equilibrado";-110,819;110,819
"encaminhar";-18,767;18,767
"referência";-52,887;52,887
"flávio";176,13;-176,13
"fl";-2,736;2,736
"correspondente";-118,18;118,18
"viii";-23,925;23,925
"comunicação";-114,211;114,211
"protocolo";-134,689;134,689
"extrato";1402,895;-1402,895
"médico";-9,563;9,563
"contemplar";-57,625;57,625
"novembro";21,741;-21,741
"distinto";-39,946;39,946
"vênia";460,041;-460,041
"denúncia";-119,046;119,046
"exploração";-99,153;99,153
"proceder";-30,291;30,291
"positivo";-49,011;49,011
"conceito";-104,477;104,477
"assessorar";7,28;-7,28
"acabar";-76,819;76,819
"restringir";-85,294;85,294
"notadamente";-48,065;48,065
"suposto";13,238;-13,238
"estatuto";-62,832;62,832
"vice";-11,964;11,964
"floresta";-122,475;122,475
"colegiado";-1,926;1,926
"urgência";10,987;-10,987
"ibama";-131,419;131,419
"primário";-56,342;56,342
"extinção";-0,515;0,515
"longo";-83,561;83,561
"origem";-54,206;54,206
"fixação";-25,95;25,95
"efetivamente";-43,428;43,428
"sanção";-99,438;99,438
"obrigar";-46,173;46,173
"fossar";-14,262;14,262
"concurso";-96,076;96,076
"agravar";376,074;-376,074
"fundado";-15,839;15,839
"dotação";-105,559;105,559
"ceará";30,892;-30,892
"viabilizar";-15,366;15,366
"junho";25,771;-25,771
"movimento";-42,192;42,192
"anotar";10,81;-10,81
"indulto";-84,337;84,337
"exclusivamente";-54,743;54,743
"conduzir";-36,426;36,426
"repasse";-36,319;36,319
"devidamente";5,186;-5,186
"continuar";-91,95;91,95
"agdo";79,13;-79,13
"trânsito";0,496;-0,496
"unido";-134,32;134,32
"integridade";-107,295;107,295
"carvalho";-8,241;8,241
"originário";-0,375;0,375
"estrito";-95,676;95,676
"constatar";-0,284;0,284
"incêndio";-108,926;108,926
"consumidor";-64,137;64,137
"servir";-8,913;8,913
"pernambuco";28,485;-28,485
"passageiro";-92,623;92,623
"identificar";-53,055;53,055
"deter";-28,04;28,04
"comprometer";-132,569;132,569
"ag";1536,823;-1536,823
"transcrever";27,372;-27,372
"guarda";-22,231;22,231
"complexo";-49,056;49,056
"carmen";37,41;-37,41
"vencer";474,638;-474,638
"telecomunicação";-47,049;47,049
"justo";-100,544;100,544
"semelhante";25,517;-25,517
"reg";1476,046;-1476,046
"pacto";-94,362;94,362
"homem";-132,346;132,346
"eventualmente";-13,079;13,079
"assumir";-84,904;84,904
"morar";70,691;-70,691
"aprovação";-116,929;116,929
"adolescente";-114,821;114,821
"acusar";-105,552;105,552
"paraná";35,81;-35,81
"superar";41,528;-41,528
"sentença";-19,727;19,727
"atenção";-67,44;67,44
"goiás";51,518;-51,518
"distrital";-38,45;38,45
"ofício";-31,51;31,51
"leitura";-4,479;4,479
"independência";-45,233;45,233
"alcance";-1,433;1,433
"tampouco";-12,948;12,948
"penitenciário";-40,981;40,981
"genérico";-34,955;34,955
"familiar";-127,766;127,766
"eleitor";-125,979;125,979
"crise";-101,342;101,342
"agir";-19,667;19,667
"premissa";-6,975;6,975
"acolher";147,661;-147,661
"prover";683,997;-683,997
"custo";-118,692;118,692
"cidadania";-11,406;11,406
"reserva";-78,206;78,206
"propositura";525,938;-525,938
"inserir";-85,734;85,734
"incidental";522,737;-522,737
"compatível";-45,233;45,233
"apresentação";-83,497;83,497
"lilian";18,493;-18,493
"funcional";-56,441;56,441
"família";-95,102;95,102
"vício";58,973;-58,973
"pantanal";-88,497;88,497
"compor";-76,939;76,939
"magistrado";-26,385;26,385
"infraconstitucional";0,019;-0,019
"formulação";-24,098;24,098
"assunto";-82,142;82,142
"permanecer";-67,594;67,594
"interpretar";-65,35;65,35
"instaurar";-11,7;11,7
"ilegitimidade";924,877;-924,877
"executar";-101,76;101,76
"evidente";-41,239;41,239
"consignar";3,512;-3,512
"candidato";-104,168;104,168
"apoio";-81,208;81,208
"imóvel";-110,051;110,051
"titular";-120,109;120,109
"dino";205,759;-205,759
"animal";-60,838;60,838
"tocante";3,128;-3,128
"diário";0,178;-0,178
"conama";-4,033;4,033
"amapá";10,196;-10,196
"geração";-114,478;114,478
"resposta";-92,684;92,684
"multa";-67,927;67,927
"cultura";-112,456;112,456
"compromisso";-115,116;115,116
"moralidade";-90,086;90,086
"maio";4,581;-4,581
"identidade";-78,169;78,169
"exceção";-51,819;51,819
"outubro";10,136;-10,136
"argumentar";-11,516;11,516
"traduzir";-32,515;32,515
"salvo";-57,038;57,038
"redator";1092,521;-1092,521
"consubstanciar";0,078;-0,078
"cadastro";-111,619;111,619
"and";-31,93;31,93
"decorrência";-41,921;41,921
"lembrar";-64,974;64,974
"modalidade";-53,142;53,142
"importar";-61,363;61,363
"composição";-69,633;69,633
"bioma";-121,727;121,727
"apontado";223,74;-223,74
"veículo";-94,31;94,31
"pesquisa";-102,348;102,348
"jurisprudencial";10,975;-10,975
"fogo";-117,207;117,207
"companhia";5,336;-5,336
"subsídio";-75,652;75,652
"externo";-82,99;82,99
"padrão";-108,172;108,172
"enfrentar";-8,645;8,645
"núcleo";-48,481;48,481
"inobservância";337,41;-337,41
"divulgação";-112,408;112,408
"previdência";-71,194;71,194
"isonomia";-49,028;49,028
"transferência";-118,098;118,098
"opção";-111,542;111,542
"consistir";-47,302;47,302
"pagar";-65,311;65,311
"substituir";-19,874;19,874
"carcerário";-46,892;46,892
"barbosa";404,407;-404,407
"inteligência";-90,613;90,613
"médio";-109,458;109,458
"mercado";-111,566;111,566
"posterior";-14,106;14,106
"ocorrência";-12,065;12,065
"suspenso";36,328;-36,328
"época";-53,817;53,817
"interpor";879,179;-879,179
"estudante";-66,695;66,695
"confirmar";43,089;-43,089
"pleitear";195,74;-195,74
"interamericano";-81,191;81,191
"vara";0,035;-0,035
"oferecer";-45,865;45,865
"equipamento";-112,718;112,718
"envolvido";-87,712;87,712
"deferimento";59,01;-59,01
"legitimar";-0,312;0,312
"agravante";710,139;-710,139
"aduzir";1,638;-1,638
"significativo";-101,931;101,931
"interessado";-5,778;5,778
"promoção";-107,116;107,116
"rito";1,749;-1,749
"regulamentação";-61,453;61,453
"contratual";-93,775;93,775
"teoria";-91,78;91,78
"indicado";-5,94;5,94
"rondônia";0,404;-0,404
"equilíbrio";-124,001;124,001
"ciência";-88,411;88,411
"ferreira";-6,68;6,68
"dispensar";-34,919;34,919
"ilícito";-111,236;111,236
"comportamento";-62,974;62,974
"www";-14,127;14,127
"salientar";-21,571;21,571
"moral";-66,208;66,208
"modulação";136,92;-136,92
"ecologicamente";-83,647;83,647
"conversão";638,357;-638,357
"to";146,529;-146,529
"mensal";-91,307;91,307
"centro";-71,376;71,376
"negociação";-72,57;72,57
"impessoalidade";-76,771;76,771
"consolidado";61,689;-61,689
"reger";0,045;-0,045
"abril";7,1;-7,1
"inerente";-67,724;67,724
"fundamentar";-8,381;8,381
"característica";-118,834;118,834
"beneficiário";-77,367;77,367
"sequestro";37,909;-37,909
"autônomo";-32,537;32,537
"educacional";-119,955;119,955
"contribuição";-97,395;97,395
"desconto";-77,966;77,966
"rejeitar";469,636;-469,636
"síntese";17,384;-17,384
"empregador";-86,964;86,964
"distinção";-41,749;41,749
"convênio";-43,318;43,318
"orgânico";-0,142;0,142
"tratado";-89,998;89,998
"vinculante";12,012;-12,012
"predeterminado";-0,09;0,09
"inexistir";29,636;-29,636
"sergipe";24,665;-24,665
"afastamento";-36,734;36,734
"sustentabilidade";113,481;-113,481
"reeleição";-38,41;38,41
"abuso";-83,677;83,677
"oriundo";-27,858;27,858
"indicador";-58,941;58,941
"imposição";-81,493;81,493
"setembro";77,224;-77,224
"preocupação";-69,528;69,528
"divergir";699,886;-699,886
"condenação";-57,337;57,337
"amazônico";-83,759;83,759
"rua";-94,833;94,833
"reflexo";170,299;-170,299
"esclarecer";-8,784;8,784
"ressalva";183,783;-183,783
"identificação";-87,244;87,244
"ausente";255,088;-255,088
"recebimento";-52,434;52,434
"possibilitar";-64,446;64,446
"mg";171,075;-171,075
"antonio";1,949;-1,949
"indispensável";-27,58;27,58
"comando";-74,547;74,547
"seguimento";1105,085;-1105,085
"julho";-12,09;12,09
"contato";-101,225;101,225
"senador";-88,752;88,752
"requerimento";42,294;-42,294
"original";-19,136;19,136
"funcionário";-74,963;74,963
"sujeitar";-83,389;83,389
"merecer";22,035;-22,035
"climático";-107,623;107,623
"vontade";-104,149;104,149
"extrair";-11,607;11,607
"ensejar";0,038;-0,038
"denominar";-39,616;39,616
"concorrencial";-60,373;60,373
"decidido";177,83;-177,83
"clima";-56,163;56,163
"integralmente";390,104;-390,104
"dificuldade";-46,571;46,571
"maria";-5,01;5,01
"decisório";-16,139;16,139
"principalmente";-79,853;79,853
"saneamento";-17,496;17,496
"liberação";-18,139;18,139
"clt";-34,365;34,365
"ressalvar";0,058;-0,058
"presidencial";-0,688;0,688
"perceber";-57,674;57,674
"fundamentação";50,067;-50,067
"ec";-40,902;40,902
"funai";-104,166;104,166
"sofrer";-97,03;97,03
"resultante";149,207;-149,207
"propriedade";-74,425;74,425
"obter";-55,629;55,629
"osição";884,171;-884,171
"revogação";19,852;-19,852
"metropolitano";-23,905;23,905
"aludir";-22,878;22,878
"pereira";0,376;-0,376
"agosto";82,732;-82,732
"obrigatoriedade";-92,69;92,69
"constrição";34,741;-34,741
"florestal";-90,225;90,225
"explicitar";-1,979;1,979
"carreira";-29,177;29,177
"afetar";-43,223;43,223
"dito";-49,167;49,167
"tocantins";-0,737;0,737
"inclusão";-40,69;40,69
"adquirir";-41,282;41,282
"adequação";5,822;-5,822
"prejudicar";23,931;-23,931
"martins";0,033;-0,033
"inicialmente";83,102;-83,102
"desenvolver";-90,34;90,34
"contraditório";-30,516;30,516
"respeitar";-78,312;78,312
"opinião";-106,135;106,135
"operacional";-105,655;105,655
"doença";-99,148;99,148
"divulgar";-97,911;97,911
"acre";-0,914;0,914
"tramitação";-3,857;3,857
"potencial";-15,429;15,429
"acusação";-74,004;74,004
"versar";-0,366;0,366
"queimado";-82,423;82,423
"indevido";-55,526;55,526
"teori";795,039;-795,039
"letalidade";-65,313;65,313
"agrotóxico";-97,915;97,915
"pr";89,752;-89,752
"típico";-17,814;17,814
"transitar";264,666;-264,666
"prioridade";-77,844;77,844
"fator";-89,989;89,989
"loteria";-50,36;50,36
"asseverar";-10,024;10,024
"conservação";-100,482;100,482
"condenar";-71,009;71,009
"acordar";1188,288;-1188,288
"crítica";-90,521;90,521
"contrariar";-29,132;29,132
"rs";278,673;-278,673
"pronunciamento";33,067;-33,067
"energia";-9,693;9,693
"acompanhamento";-67,787;67,787
"remuneratório";-35,815;35,815
"fonte";-94,833;94,833
"adicional";-61,111;61,111
"exclusivo";-91,719;91,719
"deduzir";186,921;-186,921
"suscitado";453,446;-453,446
"abranger";-45,908;45,908
"viola";-66,702;66,702
"representativo";-52,917;52,917
"adpfs";440,611;-440,611
"perigo";-9,65;9,65
"corresponder";-72,858;72,858
"consistente";-0,15;0,15
"bastar";4,745;-4,745
"provocar";-0,632;0,632
"indústria";0,002;-0,002
"discricionariedade";-64,469;64,469
"dependente";-56,277;56,277
"vaga";-85,512;85,512
"rafael";14,508;-14,508
"contratar";-101,03;101,03
"apreciar";141,057;-141,057
"roraima";2,406;-2,406
"isolado";-81,079;81,079
"instrução";-7,743;7,743
"entrada";-73,634;73,634
"coordenação";-43,016;43,016
"tst";-3,142;3,142
"feriado";-29,88;29,88
"entrar";-67,787;67,787
"desempenho";-93,187;93,187
"costa";-19,994;19,994
"contribuir";-94,698;94,698
"avaliar";-75,076;75,076
"talvez";-49,602;49,602
"viver";-91,437;91,437
"vantagem";-68,568;68,568
"sustentável";-100,304;100,304
"repartição";-64,21;64,21
"justificativo";-94,698;94,698
"independente";-89,339;89,339
"culto";-90,671;90,671
"rol";-16,004;16,004
"nação";-98,808;98,808
"apreciado";59,09;-59,09
"ampliar";-16,344;16,344
"prorrogação";-59,293;59,293
"coronavírus";-89,044;89,044
"capital";-48,07;48,07
"assinalar";-0,007;0,007
"federalismo";-73,069;73,069
"autarquia";-39,713;39,713
"relacionar";-42,149;42,149
"enfatizar";-22,662;22,662
"pertencer";122,314;-122,314
"juntar";13,785;-13,785
"índice";-93,565;93,565
"vinculação";-41,382;41,382
"justamente";-39,711;39,711
"global";15,825;-15,825
"dívida";-24,078;24,078
"coercitivo";-51,241;51,241
"jornada";-63,863;63,863
"preencher";201,022;-201,022
"evento";-72,194;72,194
"emergência";-71,328;71,328
"ristf";148,806;-148,806
"fevereiro";16,457;-16,457
"concretização";-76,679;76,679
"soberania";-69,602;69,602
"previdenciário";-46,292;46,292
"modificação";-48,374;48,374
"inscrever";-10,588;10,588
"indeferir";209,39;-209,39
"incluído";-30,372;30,372
"arguições";813,822;-813,822
"índole";67,322;-67,322
"passível";43,718;-43,718
"júri";-50,26;50,26
"surgir";-18,94;18,94
"aplicável";-18,246;18,246
"territorial";-67,877;67,877
"posteriormente";-0,007;0,007
"par";2,199;-2,199
"cronograma";-97,753;97,753
"zavascki";831,553;-831,553
"resolver";3,988;-3,988
"relativamente";-2,622;2,622
"diligência";-83,437;83,437
"prevalecer";-11,003;11,003
"impedimento";-18,849;18,849
"substituição";-52,001;52,001
"contradição";458,614;-458,614
"português";-77,253;77,253
"esforço";-66,643;66,643
"daniel";-0,117;0,117
"mencionado";-32,01;32,01
"erro";41,272;-41,272
"elevado";-45,606;45,606
"dirigir";0,664;-0,664
"apuração";-75,696;75,696
"agricultura";-27,403;27,403
"periculum";162,37;-162,37
"demonstração";123,982;-123,982
"percentual";-79,311;79,311
"nulidade";-1,314;1,314
"reforma";1,725;-1,725
"habeas";220,106;-220,106
"sc";185,098;-185,098
"discricionário";-58,304;58,304
"respeitado";-49,688;49,688
"pequeno";-25,742;25,742
"língua";-76,418;76,418
"inviabilizar";-0,022;0,022
"graça";-66,507;66,507
"razoabilidade";-60,288;60,288
"pressupor";1,928;-1,928
"intuito";-42,716;42,716
"citado";0,321;-0,321
"alocação";-86,146;86,146
"acrescentar";-4,058;4,058
"enunciado";4,001;-4,001
"convocação";-35,386;35,386
"cidade";-78,792;78,792
"através";-56,066;56,066
"restritivo";-50,906;50,906
"converter";198,657;-198,657
"coletividade";-71,29;71,29
"suplementar";-77,544;77,544
"superação";-40,641;40,641
"pluralismo";-75,898;75,898
"gestor";-88,889;88,889
"deliberativo";-68,395;68,395
"reforçar";-38,747;38,747
"gomes";-45,67;45,67
"lógica";-56,345;56,345
"inúmero";-4,483;4,483
"destaque";3,494;-3,494
"desempenhar";-24,876;24,876
"compensação";-66,797;66,797
"trecho";11,538;-11,538
"secreto";-66,371;66,371
"direcionar";-64,53;64,53
"série";-51,087;51,087
"réu";-52,191;52,191
"investimento";-90,012;90,012
"aliás";-39,867;39,867
"adct";-31,599;31,599
"abertura";-40,125;40,125
"responder";-72,971;72,971
"preventivo";-59,234;59,234
"imprescindível";-70,569;70,569
"emissão";-63,776;63,776
"dotar";-16,981;16,981
"declaratório";664,938;-664,938
"listar";-38,902;38,902
"lançar";67,756;-67,756
"junior";0,014;-0,014
"socialismo";252,561;-252,561
"limitado";-39,095;39,095
"mão";-71,72;71,72
"sequer";-19,319;19,319
"idêntico";25,131;-25,131
"requerido";67,928;-67,928
"passado";-36,713;36,713
"montante";-91,798;91,798
"mensalidade";-49,709;49,709
"condicionar";16,409;-16,409
"acarretar";-41,653;41,653
"válido";-21,849;21,849
"recuperação";-93,947;93,947
"noticiar";-11,247;11,247
"ler";-15,038;15,038
"fundação";-46,338;46,338
"absolutamente";-48,997;48,997
"revestir";27,791;-27,791
"observação";5,196;-5,196
"infra-estrutura";-72,498;72,498
"construir";-67,087;67,087
"britto";510,582;-510,582
"sigilo";-75,456;75,456
"ref";806,259;-806,259
"quase";-50,503;50,503
"investigar";-68,698;68,698
"incidir";4,276;-4,276
"gasto";-90,175;90,175
"frente";-55,253;55,253
"concorrente";-47,637;47,637
"necessariamente";-60,719;60,719
"anexo";-59,172;59,172
"agte";632,534;-632,534
"vereador";-51,594;51,594
"licença";15,71;-15,71
"incompatibilidade";1,154;-1,154
"diálogo";-80,573;80,573
"reputar";25,141;-25,141
"linguagem";-65,79;65,79
"concepção";-89,714;89,714
"comprovação";15,274;-15,274
"beneficiar";-48,935;48,935
"xii";-36,624;36,624
"saraiva";-25,422;25,422
"jose";11,715;-11,715
"gratuito";-41,708;41,708
"fé";-66,742;66,742
"evidência";-73,424;73,424
"are";388,631;-388,631
"probatório";-17,094;17,094
"eduardo";-0,895;0,895
"consciência";-49,673;49,673
"superveniente";136,248;-136,248
"inscrição";-66,254;66,254
"imediatamente";-18,544;18,544
"disponibilizar";-86,737;86,737
"candidatura";-33,991;33,991
"voltado";-65,928;65,928
"processamento";40,258;-40,258
"ocupação";-69,897;69,897
"operar";-58,723;58,723
"história";-68,135;68,135
"meramente";12,634;-12,634
"embargado";312,056;-312,056
"consulta";-41,813;41,813
"consolidação";-66,662;66,662
"atualmente";-39,424;39,424
"ostentar";0,278;-0,278
"junto";-38,38;38,38
"recepcionar";17,689;-17,689
"aptar";55,03;-55,03
"sugerir";-35,858;35,858
"estender";-40,869;40,869
"concernente";0,003;-0,003
"tradicional";-70,778;70,778
"postular";67,605;-67,605
"partidário";-48,52;48,52
"ocupar";-71,072;71,072
"combater";-29,204;29,204
"al";52,404;-52,404
"responsabilização";-76,635;76,635
"oposto";483,671;-483,671
"belo";-1,231;1,231
"aluno";-72,213;72,213
"incentivo";-71,623;71,623
"realmente";-22,749;22,749
"esclarecimento";56,028;-56,028
"designar";-45,326;45,326
"corpus";171,114;-171,114
"comitê";-52,172;52,172
"pôr";-13,356;13,356
"pretexto";-17,848;17,848
"pa";456,107;-456,107
"indeferimento";463,087;-463,087
"homologação";-11,726;11,726
"fornecer";-79,386;79,386
"cristiano";204,952;-204,952
"vínculo";-41,174;41,174
"submissão";-22,082;22,082
"remunerar";-74,271;74,271
"previamente";-71,366;71,366
"machado";-3,692;3,692
"licenciamento";-75,528;75,528
"icmbio";-86,899;86,899
"cpc";133,396;-133,396
"óbice";178,2;-178,2
"socialista";371,43;-371,43
"orientar";-43,498;43,498
"melhoria";-81,852;81,852
"assinar";152,443;-152,443
"ali";-31,013;31,013
"ajuizar";179,438;-179,438
"resguardar";-37,341;37,341
"alternativa";-77,902;77,902
"solicitar";-13,432;13,432
"financiamento";-82,73;82,73
"comércio";-21,164;21,164
"presencial";-14,647;14,647
"porto";-13,772;13,772
"ocupante";-64,505;64,505
"baixo";-61,191;61,191
"vitalício";-25,178;25,178
